office_location_cost_center,group_company,department_name,employee_id,employee_type,full_name,location_type,direct_manager_name,first_name,last_name,designation_name,business_unit,date_of_joining,date_of_exit,latest_modified,latest_modified_any_attribute,user_unique_id,is_rehire,same_account_name,office_location,office_area,direct_manager_employee_id
PY BINTARO LIFESTYLE MALL (PYPYPY58),PT Putra Agung Lestari,Bintaro Exchange Payless,123456789,Contract,Sergio Perez,Store,Aldes Yayandri,Sergio,Perez,Store Associate,Active,2-Jul-21,,15-Nov-21,15-Nov-21,142106123,No,,Bintaro Exchange Payless Tangerang Selatan- Banten,Bintaro Exchange Payless,01410755
